中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,14 ms,1000 Mbps,128000 kB/s
198.46.188.190,443,2a09:bac1:76c0:118::c7:9,US,Buffalo,隧道,27 ms,83 Mbps,10649 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,40 ms,816 Mbps,104448 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,22 ms,55 Mbps,7057 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,51 ms,408 Mbps,52224 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,65 ms,290 Mbps,37171 kB/s
35.197.23.75,443,34.169.14.20,US,Seattle,隧道,52 ms,413 Mbps,52940 kB/s
150.136.241.40,443,150.136.241.40,US,Ashburn,中转,39 ms,671 Mbps,85913 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,52 ms,53 Mbps,6895 kB/s
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,170 ms,37 Mbps,4837 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,55 ms,412 Mbps,52736 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,57 ms,404 Mbps,51814 kB/s
35.230.79.26,443,34.169.14.20,US,Seattle,隧道,100 ms,446 Mbps,57139 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,96 ms,427 Mbps,54681 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,62 ms,355 Mbps,45465 kB/s
150.136.61.148,443,2603:c020:4009:349a:e5b2:21c2:5db7:b3d3,US,Ashburn,隧道,97 ms,66 Mbps,8458 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,134 ms,840 Mbps,107520 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,57 ms,355 Mbps,45465 kB/s
34.82.76.253,443,34.145.7.247,US,Seattle,隧道,105 ms,444 Mbps,56832 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,101 ms,44 Mbps,5747 kB/s
155.248.204.33,443,2603:c024:c011:e604:4aea:b4b7:aac5:85ae,US,San Jose,隧道,55 ms,315 Mbps,40345 kB/s
152.67.233.64,443,2603:c024:c004:dd3f:333e:3245:d0f3:9f67,US,San Jose,隧道,61 ms,180 Mbps,23040 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,108 ms,180 Mbps,23142 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,100 ms,188 Mbps,24064 kB/s
141.144.197.111,443,141.144.197.111,NL,Amsterdam,中转,100 ms,182 Mbps,23347 kB/s
129.146.7.98,443,2a09:bac1:76c0:e18::26a:23,US,Los Angeles,隧道,58 ms,85 Mbps,10956 kB/s
89.168.118.76,443,89.168.118.76,DE,Frankfurt,中转,106 ms,41 Mbps,5367 kB/s
141.147.118.40,443,2a0b:21c0:1007:1cb:0:e2a7:ba13:5bed,DE,Frankfurt,隧道,108 ms,144 Mbps,18432 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,111 ms,168 Mbps,21504 kB/s
74.48.141.167,443,2607:f130:0:103:ff:ff:34c2:8c31,US,Los Angeles,隧道,53 ms,375 Mbps,48025 kB/s
107.172.98.6,443,2001:470:c:30a::2,US,Los Angeles,隧道,65 ms,456 Mbps,58470 kB/s
158.101.175.51,443,158.101.175.51,DE,Frankfurt,中转,109 ms,46 Mbps,6001 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,56 ms,22 Mbps,2936 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,110 ms,197 Mbps,25292 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,146 ms,134 Mbps,17203 kB/s
130.61.8.109,443,2a0b:21c0:100a:1b5:0:bf65:bc61:406,DE,Frankfurt,隧道,118 ms,104 Mbps,13312 kB/s
141.147.84.57,443,2a0b:21c0:100a:1b4:0:6b0d:53ef:48f8,DE,Frankfurt,隧道,106 ms,106 Mbps,13619 kB/s
144.21.35.84,443,2a0b:21c0:1007:c7:0:3c7c:4798:b602,DE,Frankfurt,隧道,108 ms,176 Mbps,22528 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,105 ms,191 Mbps,24473 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,175 ms,116 Mbps,14848 kB/s
130.61.170.78,443,130.61.170.78,DE,Frankfurt,中转,106 ms,104 Mbps,13414 kB/s
8.219.201.245,443,8.219.201.245,72 Mbps,9298 kB/s
