中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,63 ms,306 Mbps,39219 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,17 ms,944 Mbps,120832 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,62 ms,322 Mbps,41267 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,36 ms,800 Mbps,102400 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,10 ms,442 Mbps,56627 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,49 ms,433 Mbps,55500 kB/s
35.197.23.75,443,34.169.20.76,US,Seattle,隧道,53 ms,450 Mbps,57651 kB/s
89.168.118.76,443,89.168.118.76,DE,Frankfurt,中转,106 ms,48 Mbps,6187 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,57 ms,428 Mbps,54784 kB/s
43.153.80.208,443,43.153.80.208,US,429 Mbps,54988 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,52 ms,416 Mbps,53248 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,49 ms,89 Mbps,11468 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,42 ms,2 Mbps,307 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,26 ms,419 Mbps,53657 kB/s
35.230.79.26,443,34.169.20.76,US,Seattle,隧道,98 ms,438 Mbps,56115 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,52 ms,388 Mbps,49664 kB/s
107.172.98.6,443,2001:470:c:30a::2,US,Los Angeles,隧道,50 ms,435 Mbps,55705 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,76 ms,57 Mbps,7342 kB/s
198.46.188.190,443,2a09:bac5:a5fc:1ed2::312:2b,US,Toronto,隧道,52 ms,119 Mbps,15257 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,98 ms,190 Mbps,24371 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,109 ms,169 Mbps,21708 kB/s
